term,estimate,se,p,class,response,het_proxy,n,thermal,p_adj
npp,-0.0100546444481195,0.0138663488823559,0.468383832947056,Amphibia,PACE,elev_range,1994,Ectotherm,0.659242445474466
bio4_mean,-0.112994477012575,0.0802747148239448,0.159250328333876,Amphibia,PACE,elev_range,1994,Ectotherm,0.287678012474098
hfp2020,-0.0378792942636546,0.012375904056149,0.00220798494857077,Amphibia,PACE,elev_range,1994,Ectotherm,0.00713348983384404
elev_range,0.125551597791324,0.0126700579326971,0,Amphibia,PACE,elev_range,1994,Ectotherm,0
(Intercept),0.0394778627109217,0.187802272610331,0.8335039953739,Amphibia,NICHE,elev_range,1994,Ectotherm,0.970961134563947
bio1_mean,0.000754433238580799,0.0280171351935509,0.97851750752302,Amphibia,NICHE,elev_range,1994,Ectotherm,0.990247327351799
bio12_mean,-0.0437429323617266,0.0205574070574127,0.0333501122911821,Amphibia,NICHE,elev_range,1994,Ectotherm,0.076488994742916
npp,0.00156977012341976,0.00980193239370403,0.872763666480358,Amphibia,NICHE,elev_range,1994,Ectotherm,0.98240734317387
bio4_mean,0.13934637686655,0.065421602859016,0.0331736795227711,Amphibia,NICHE,elev_range,1994,Ectotherm,0.07634490629898
hfp2020,0.0083299702959061,0.00875877626996861,0.34158269660243,Amphibia,NICHE,elev_range,1994,Ectotherm,0.516990027290165
elev_range,-0.0662423256795994,0.00894846946184912,1.33448807559944e-13,Amphibia,NICHE,elev_range,1994,Ectotherm,2.63757643177301e-12
(Intercept),0.0252287576742324,0.177321495458773,0.886861269763935,Aves,size,lc_shannon,3249,Endotherm,0.988342907597619
bio1_mean,-0.0556497282702657,0.0200305376761262,0.00546535003388571,Aves,size,lc_shannon,3249,Endotherm,0.0160380577413589
bio12_mean,0.0288443314354367,0.0243171797818383,0.235554809075196,Aves,size,lc_shannon,3249,Endotherm,0.394745216205814
npp,0.0199972824005973,0.0117853913602891,0.0897372013638829,Aves,size,lc_shannon,3249,Endotherm,0.178704314948144
bio4_mean,0.288556237714591,0.0342360738581551,0,Aves,size,lc_shannon,3249,Endotherm,0
hfp2020,0.018993780413389,0.00790277209107814,0.0162419588626492,Aves,size,lc_shannon,3249,Endotherm,0.0411871560592464
lc_shannon,-0.00994645737878693,0.005147746706938,0.0533352759911141,Aves,size,lc_shannon,3249,Endotherm,0.115617114406544
(Intercept),0.0271087845738137,0.168932528004602,0.872510004194345,Aves,fecundity,lc_shannon,3249,Endotherm,0.98240734317387
bio1_mean,-0.090888157124756,0.0157280561038909,7.52675255455415e-09,Aves,fecundity,lc_shannon,3249,Endotherm,6.92873659816492e-08
bio12_mean,-0.0527415440289425,0.0190437440432188,0.00561433554090351,Aves,fecundity,lc_shannon,3249,Endotherm,0.0163326124826284
npp,0.0134485331555684,0.00920904096443024,0.144190620349932,Aves,fecundity,lc_shannon,3249,Endotherm,0.264986165594309
bio4_mean,0.166225955274441,0.0269471361552773,6.88996859565805e-10,Aves,fecundity,lc_shannon,3249,Endotherm,7.71676482713701e-09
hfp2020,0.00225977447019851,0.00617268820910198,0.714296100675404,Aves,fecundity,lc_shannon,3249,Endotherm,0.90738559480883
lc_shannon,0.00312980517824785,0.00401965858665936,0.436200866152797,Aves,fecundity,lc_shannon,3249,Endotherm,0.626339705245043
(Intercept),0.0391452340575167,0.155696729169797,0.801489593090276,Aves,nocturnality,lc_shannon,3249,Endotherm,0.953276117799408
bio1_mean,0.171419890437716,0.0319668914810895,8.21144496843118e-08,Aves,nocturnality,lc_shannon,3249,Endotherm,6.41638490556483e-07
bio12_mean,0.0939426728258802,0.0394793785985995,0.0173343661016534,Aves,nocturnality,lc_shannon,3249,Endotherm,0.0434318403030598
npp,-0.0391696967114267,0.0193933882003878,0.043409856221063,Aves,nocturnality,lc_shannon,3249,Endotherm,0.0965941171541533
bio4_mean,0.231735690615491,0.0536765872377172,1.57979263843977e-05,Aves,nocturnality,lc_shannon,3249,Endotherm,8.35921774040571e-05
hfp2020,-0.0106777381785419,0.0130392577564621,0.412848283377105,Aves,nocturnality,lc_shannon,3249,Endotherm,0.600506594003062
lc_shannon,-0.00307681661269299,0.00850788814694631,0.717618965996244,Aves,nocturnality,lc_shannon,3249,Endotherm,0.909886688961275
(Intercept),0.037969735911898,0.227056701722848,0.86719239406441,Aves,verticality,lc_shannon,3249,Endotherm,0.981066142779939
bio1_mean,0.0396441568482449,0.0129300431022659,0.00216907140492273,Aves,verticality,lc_shannon,3249,Endotherm,0.00707580574809745
bio12_mean,0.055581723924495,0.0155992196134333,0.000366488043298752,Aves,verticality,lc_shannon,3249,Endotherm,0.00140731408626721
npp,-0.00964484466112475,0.0075169296140873,0.199462996112928,Aves,verticality,lc_shannon,3249,Endotherm,0.346354349839503
bio4_mean,-0.100419430976063,0.0222240601278542,6.22790711513055e-06,Aves,verticality,lc_shannon,3249,Endotherm,3.70367573572365e-05
hfp2020,-0.00705005578376045,0.00503556988518071,0.161497979590942,Aves,verticality,lc_shannon,3249,Endotherm,0.29017818792811
lc_shannon,0.0120797892141674,0.00327769743577668,0.000228299119785058,Aves,verticality,lc_shannon,3249,Endotherm,0.000929800051488237
(Intercept),0.0408638339378959,0.174243502913908,0.814580205122008,Aves,habitat_breadth,lc_shannon,3249,Endotherm,0.960670407095081
bio1_mean,-0.0200725946653663,0.0183599067419623,0.274269068676521,Aves,habitat_breadth,lc_shannon,3249,Endotherm,0.444486763997593
bio12_mean,-0.0289453694182324,0.0222654623056656,0.193596837341845,Aves,habitat_breadth,lc_shannon,3249,Endotherm,0.337039053610673
npp,-0.00780829991606368,0.0107815410629892,0.468925429965468,Aves,habitat_breadth,lc_shannon,3249,Endotherm,0.659242445474466
bio4_mean,0.296253990908109,0.0314113175902543,0,Aves,habitat_breadth,lc_shannon,3249,Endotherm,0
hfp2020,0.0235761104464981,0.00722846470725012,0.00110798867289841,Aves,habitat_breadth,lc_shannon,3249,Endotherm,0.00385786729630948
lc_shannon,-0.00866173269623389,0.00470798886080597,0.0657983918829794,Aves,habitat_breadth,lc_shannon,3249,Endotherm,0.136470738720254
(Intercept),0.025992337715399,0.181777606723055,0.886298262530418,Aves,range_size,lc_shannon,3249,Endotherm,0.988342907597619
bio1_mean,-0.00472763943208609,0.0161193125111823,0.769300199505313,Aves,range_size,lc_shannon,3249,Endotherm,0.932357307412707
bio12_mean,-0.0500717797089027,0.0195072072423483,0.0102631475003125,Aves,range_size,lc_shannon,3249,Endotherm,0.0282657177057788
npp,-0.00970182601477637,0.00942875099406617,0.303497555038014,Aves,range_size,lc_shannon,3249,Endotherm,0.476519525667163
bio4_mean,0.240850577714581,0.02763054062287,0,Aves,range_size,lc_shannon,3249,Endotherm,0
hfp2020,0.0356837983898027,0.00631943983823497,1.63584341628109e-08,Aves,range_size,lc_shannon,3249,Endotherm,1.42764516329986e-07
lc_shannon,-0.0156410623772879,0.00411497866522823,0.000144109277616655,Aves,range_size,lc_shannon,3249,Endotherm,0.000605258965989952
(Intercept),-0.0286342080978045,0.170276480291603,0.866455028038431,Aves,PACE,lc_shannon,3249,Endotherm,0.981066142779939
bio1_mean,0.0897148873203647,0.0153295562375409,4.84493001273734e-09,Aves,PACE,lc_shannon,3249,Endotherm,4.58562389937956e-08
bio12_mean,0.0493728722704542,0.0185544016933607,0.0077913828757068,Aves,PACE,lc_shannon,3249,Endotherm,0.0219346374378956
npp,-0.0138274677315974,0.00896948496648755,0.12316785152702,Aves,PACE,lc_shannon,3249,Endotherm,0.233620622670014
bio4_mean,-0.172805670194485,0.0262730710427454,4.79092321370445e-11,Aves,PACE,lc_shannon,3249,Endotherm,5.85363709019889e-10
hfp2020,-0.00305033726338988,0.0060117737557348,0.611878472920675,Aves,PACE,lc_shannon,3249,Endotherm,0.822364667605387
lc_shannon,-0.00255210545834728,0.00391470874501988,0.514448079852337,Aves,PACE,lc_shannon,3249,Endotherm,0.709874968502608
(Intercept),0.0371529675207769,0.183560983962825,0.839603072919275,Aves,NICHE,lc_shannon,3249,Endotherm,0.970961134563947
bio1_mean,-0.0112465462928378,0.0163442595655075,0.491387449360963,Aves,NICHE,lc_shannon,3249,Endotherm,0.683669494763079
bio12_mean,-0.0398321134406698,0.0197802724048395,0.0440379655751053,Aves,NICHE,lc_shannon,3249,Endotherm,0.0976683592952831
npp,-0.00896725770330773,0.00956109979882711,0.348301060334729,Aves,NICHE,lc_shannon,3249,Endotherm,0.523620386006572
bio4_mean,0.268369924105713,0.028015063999404,0,Aves,NICHE,lc_shannon,3249,Endotherm,0
hfp2020,0.0302461460415635,0.00640818644900972,2.35934038839147e-06,Aves,NICHE,lc_shannon,3249,Endotherm,1.49573277452742e-05
lc_shannon,-0.0124333683004293,0.00417278727323657,0.00288595352251297,Aves,NICHE,lc_shannon,3249,Endotherm,0.00902028263780799
(Intercept),-0.0286726262772626,0.15617492405202,0.854332737659902,Mammalia,size,lc_shannon,3259,Endotherm,0.979100805934194
bio1_mean,-0.217440719292078,0.0191883274140903,0,Mammalia,size,lc_shannon,3259,Endotherm,0
bio12_mean,-0.0771372551830729,0.0229143422769187,0.000761753099552731,Mammalia,size,lc_shannon,3259,Endotherm,0.00276701666432127
npp,0.0234452364885768,0.0111918151251675,0.0361838316015586,Mammalia,size,lc_shannon,3259,Endotherm,0.0815957544840516
bio4_mean,-0.158747163422046,0.0328457410774294,1.34414742847255e-06,Mammalia,size,lc_shannon,3259,Endotherm,8.76958322265588e-06
hfp2020,0.00648623088933223,0.00760771380334162,0.39388888462449,Mammalia,size,lc_shannon,3259,Endotherm,0.5817435834454
lc_shannon,0.001680242639409,0.00494026591654859,0.733772350139257,Mammalia,size,lc_shannon,3259,Endotherm,0.914833059913879
(Intercept),0.00977329451746676,0.209457755616101,0.962784227565403,Mammalia,fecundity,lc_shannon,3259,Endotherm,0.990247327351799
bio1_mean,0.0547071608349274,0.0139948554012473,9.26441307715908e-05,Mammalia,fecundity,lc_shannon,3259,Endotherm,0.000409584578148086
bio12_mean,-0.129477429504882,0.0165910182040332,5.99520433297585e-15,Mammalia,fecundity,lc_shannon,3259,Endotherm,1.34292577058659e-13
npp,0.00340448283977807,0.00805574307697178,0.672575729719556,Mammalia,fecundity,lc_shannon,3259,Endotherm,0.869302291566016
bio4_mean,0.102451315916607,0.0241075510052238,2.13999287239641e-05,Mammalia,fecundity,lc_shannon,3259,Endotherm,0.000110621170019261
hfp2020,0.00821066453140778,0.00547061363039903,0.133389914721719,Mammalia,fecundity,lc_shannon,3259,Endotherm,0.250385538248591
lc_shannon,-0.00776505439643127,0.00354967913474546,0.0287033462306909,Mammalia,fecundity,lc_shannon,3259,Endotherm,0.0667427289516412
(Intercept),0.0246631449443751,0.117660169275347,0.833969441405141,Mammalia,nocturnality,lc_shannon,3259,Endotherm,0.970961134563947
bio1_mean,0.321759800446747,0.0223202406896773,0,Mammalia,nocturnality,lc_shannon,3259,Endotherm,0
bio12_mean,0.145014338196079,0.0270039628457493,7.86872196290034e-08,Mammalia,nocturnality,lc_shannon,3259,Endotherm,6.29497757032027e-07
npp,-0.0491716090987444,0.0133128817219165,0.00022115710619719,Mammalia,nocturnality,lc_shannon,3259,Endotherm,0.000906204727832387
bio4_mean,-0.0131457939104335,0.0377243615414323,0.727487525903265,Mammalia,nocturnality,lc_shannon,3259,Endotherm,0.914833059913879
hfp2020,-0.0401382936245306,0.00906536214573682,9.52632295359024e-06,Mammalia,nocturnality,lc_shannon,3259,Endotherm,5.47152908103645e-05
lc_shannon,-0.00622409604714333,0.00589412780560937,0.29097619218118,Mammalia,nocturnality,lc_shannon,3259,Endotherm,0.463355452952021
(Intercept),0.0555023542722422,0.180611516926332,0.758613202115076,Mammalia,verticality,lc_shannon,3259,Endotherm,0.925005627019646
bio1_mean,0.106377071644615,0.0150963383957598,1.83408843668076e-12,Mammalia,verticality,lc_shannon,3259,Endotherm,2.93454149868921e-11
bio12_mean,0.118266746802995,0.0179288060359044,4.21076506995632e-11,Mammalia,verticality,lc_shannon,3259,Endotherm,5.24006319816787e-10
npp,-0.0143279778919084,0.00871918047250984,0.100326840578395,Mammalia,verticality,lc_shannon,3259,Endotherm,0.197133441136496
bio4_mean,-0.0488996891666707,0.0259661406821399,0.0596719489569155,Mammalia,verticality,lc_shannon,3259,Endotherm,0.126497002205196
hfp2020,-0.0173634439980413,0.00592259924836499,0.00337082942055633,Mammalia,verticality,lc_shannon,3259,Endotherm,0.0104070978825333
lc_shannon,0.00714793486226908,0.00384377717305574,0.0629404143159702,Mammalia,verticality,lc_shannon,3259,Endotherm,0.132454687980198
(Intercept),0.0321174644484595,0.176023967102262,0.855221156936425,Mammalia,habitat_breadth,lc_shannon,3259,Endotherm,0.979100805934194
bio1_mean,-0.122067857573155,0.0308555244756894,7.61800044020156e-05,Mammalia,habitat_breadth,lc_shannon,3259,Endotherm,0.000343793870459375
bio12_mean,-0.0977421920244636,0.0372132760374453,0.00862576222506473,Mammalia,habitat_breadth,lc_shannon,3259,Endotherm,0.0241521342301812
npp,0.0490434950191516,0.0183050071580299,0.00737896327469723,Mammalia,habitat_breadth,lc_shannon,3259,Endotherm,0.0209226300447111
bio4_mean,-0.088734349071652,0.0523194775737388,0.0898840155542746,Mammalia,habitat_breadth,lc_shannon,3259,Endotherm,0.178704314948144
hfp2020,0.0248909255324608,0.0124593631508177,0.0457417438661278,Mammalia,habitat_breadth,lc_shannon,3259,Endotherm,0.100452457117771
lc_shannon,-0.0143202211600824,0.00809844652896883,0.0770161663284366,Mammalia,habitat_breadth,lc_shannon,3259,Endotherm,0.156832920523362
(Intercept),0.019042661146768,0.181480336792538,0.916431662467373,Mammalia,range_size,lc_shannon,3259,Endotherm,0.988429290129263
bio1_mean,0.0036892782346315,0.0216461444409454,0.864667409130455,Mammalia,range_size,lc_shannon,3259,Endotherm,0.981066142779939
bio12_mean,-0.113682016092125,0.0258345364129257,1.08056871412909e-05,Mammalia,range_size,lc_shannon,3259,Endotherm,6.10203509155253e-05
npp,0.0288512433939396,0.0126127008289126,0.0221680872997936,Mammalia,range_size,lc_shannon,3259,Endotherm,0.0532034095195046
bio4_mean,0.0659967085934186,0.0370721661896552,0.0750395359300085,Mammalia,range_size,lc_shannon,3259,Endotherm,0.153272243601719
hfp2020,0.0375873741172475,0.00857292058091394,1.16289623020016e-05,Mammalia,range_size,lc_shannon,3259,Endotherm,6.45839889830172e-05
lc_shannon,-0.0166483556872954,0.0055667296221085,0.00278349041389991,Mammalia,range_size,lc_shannon,3259,Endotherm,0.00874068017822777
(Intercept),-2.60578754427718e-05,0.209740117408228,0.999900871723033,Mammalia,PACE,lc_shannon,3259,Endotherm,0.999900871723033
bio1_mean,-0.0165220619469777,0.013452283702516,0.219372816480964,Mammalia,PACE,lc_shannon,3259,Endotherm,0.373211475127108
bio12_mean,0.138214906350315,0.0159437762098644,0,Mammalia,PACE,lc_shannon,3259,Endotherm,0
npp,-0.00746008710253294,0.00773960893945816,0.335103964624892,Mammalia,PACE,lc_shannon,3259,Endotherm,0.508329264622861
bio4_mean,-0.0707307659762171,0.0231777363998668,0.00227573347092735,Mammalia,PACE,lc_shannon,3259,Endotherm,0.00731719087302958
hfp2020,-0.00910761291370787,0.0052557427441461,0.0831155984852117,Mammalia,PACE,lc_shannon,3259,Endotherm,0.167728775321508
lc_shannon,0.00723785739933407,0.00341014699401122,0.03380019080819,Mammalia,PACE,lc_shannon,3259,Endotherm,0.0772575789901485
(Intercept),0.0311754676950623,0.185552482644484,0.866572041054488,Mammalia,NICHE,lc_shannon,3259,Endotherm,0.981066142779939
bio1_mean,-0.0651082883886892,0.0260766618594735,0.0125318543699733,Mammalia,NICHE,lc_shannon,3259,Endotherm,0.0336856245464882
bio12_mean,-0.113536883733877,0.031234935326586,0.000278053352116725,Mammalia,NICHE,lc_shannon,3259,Endotherm,0.00111887336899664
npp,0.0424329488407751,0.015289517043679,0.00551513389348513,Mammalia,NICHE,lc_shannon,3259,Endotherm,0.0161137825061826
bio4_mean,-0.0152306579671827,0.0445123922291336,0.732225450542505,Mammalia,NICHE,lc_shannon,3259,Endotherm,0.914833059913879
hfp2020,0.0334678121655646,0.0103973156997601,0.00128687986418297,Mammalia,NICHE,lc_shannon,3259,Endotherm,0.0044121595343416
lc_shannon,-0.0167297854993329,0.00675375913808069,0.01324521067761,Mammalia,NICHE,lc_shannon,3259,Endotherm,0.0353205618069599
(Intercept),0.0296184621206382,0.0864030028941384,0.731753168878046,Reptilia,size,lc_shannon,2733,Ectotherm,0.914833059913879
bio1_mean,0.188641025121218,0.0352208727220965,8.51108259425359e-08,Reptilia,size,lc_shannon,2733,Ectotherm,6.57407759004416e-07
bio12_mean,0.340656341856834,0.0498250651639064,8.08419997611054e-12,Reptilia,size,lc_shannon,2733,Ectotherm,1.10869028243802e-10
npp,-0.12165083500359,0.0242085425390104,5.03117440819878e-07,Reptilia,size,lc_shannon,2733,Ectotherm,3.55889389716798e-06
bio4_mean,-0.0409232947803196,0.0602366825136183,0.496900300870371,Reptilia,size,lc_shannon,2733,Ectotherm,0.689911161539028
hfp2020,0.0633743699078472,0.0176924851281394,0.000340982044145122,Reptilia,size,lc_shannon,2733,Ectotherm,0.00133576640483184
lc_shannon,0.0411991240616575,0.0119383805546497,0.000558552959312397,Reptilia,size,lc_shannon,2733,Ectotherm,0.00207374358374547
(Intercept),0.0228363747538414,0.111861411937305,0.838237208203359,Reptilia,fecundity,lc_shannon,2733,Ectotherm,0.970961134563947
bio1_mean,0.232138597927074,0.034974640198487,3.19393400616264e-11,Reptilia,fecundity,lc_shannon,2733,Ectotherm,4.04966726819112e-10
bio12_mean,0.218988015713834,0.0484252200978462,6.12032647739902e-06,Reptilia,fecundity,lc_shannon,2733,Ectotherm,3.67219588643941e-05
npp,-0.135633682934519,0.0228544575832859,2.94435609227151e-09,Reptilia,fecundity,lc_shannon,2733,Ectotherm,2.8675468029079e-08
bio4_mean,-0.084522193410504,0.0633706780562198,0.18227777577455,Reptilia,fecundity,lc_shannon,2733,Ectotherm,0.320656191938475
hfp2020,0.0344786796800135,0.0166163963734331,0.0379884467905747,Reptilia,fecundity,lc_shannon,2733,Ectotherm,0.0853787165326628
lc_shannon,0.0373489301347003,0.0111671247324358,0.000824182183428057,Reptilia,fecundity,lc_shannon,2733,Ectotherm,0.00296176699071473
(Intercept),0.0249673823613259,0.107499103879247,0.816338675679145,Reptilia,nocturnality,lc_shannon,2733,Ectotherm,0.960734833723968
bio1_mean,0.183358901775004,0.0283527278187648,9.99254012867823e-11,Reptilia,nocturnality,lc_shannon,2733,Ectotherm,1.19910481544139e-09
bio12_mean,0.222120120925434,0.0386981165084829,9.47787115457288e-09,Reptilia,nocturnality,lc_shannon,2733,Ectotherm,8.60693164307159e-08
npp,-0.0562955352993581,0.0180455778654258,0.00181078023157744,Reptilia,nocturnality,lc_shannon,2733,Ectotherm,0.00605395181900516
bio4_mean,-0.0220883465344708,0.0526328772839805,0.674727835794224,Reptilia,nocturnality,lc_shannon,2733,Ectotherm,0.870282352502338
hfp2020,-0.0165485482099163,0.0130911340640958,0.206192885472269,Reptilia,nocturnality,lc_shannon,2733,Ectotherm,0.35437754229505
lc_shannon,0.00193586449387671,0.00878273850376042,0.82554644047091,Reptilia,nocturnality,lc_shannon,2733,Ectotherm,0.968129583250631
(Intercept),-0.00403564567355789,0.139677367640392,0.97695022831148,Reptilia,verticality,lc_shannon,2733,Ectotherm,0.990247327351799
bio1_mean,-0.0215278325581052,0.0270255675817912,0.425699168511308,Reptilia,verticality,lc_shannon,2733,Ectotherm,0.615203959655051
bio12_mean,-0.0698637061825554,0.0361216807762275,0.0530982360541161,Reptilia,verticality,lc_shannon,2733,Ectotherm,0.11547577549633
npp,0.0334146012260414,0.0166130968691365,0.044289461084003,Reptilia,verticality,lc_shannon,2733,Ectotherm,0.0978717508941126
bio4_mean,-0.294328488315625,0.0515521494954965,1.13418492375672e-08,Reptilia,verticality,lc_shannon,2733,Ectotherm,1.01622969168602e-07
hfp2020,0.00367596742270488,0.0120210872004986,0.759762061893338,Reptilia,verticality,lc_shannon,2733,Ectotherm,0.925005627019646
lc_shannon,-0.00577266091930871,0.00804828753291971,0.473217807142816,Reptilia,verticality,lc_shannon,2733,Ectotherm,0.663520729350391
(Intercept),0.0304756335673884,0.179974659192556,0.865534787808292,Reptilia,habitat_breadth,lc_shannon,2733,Ectotherm,0.981066142779939
bio1_mean,-0.138746713250528,0.0199662859533622,3.67750274676837e-12,Reptilia,habitat_breadth,lc_shannon,2733,Ectotherm,5.37235183875727e-11
bio12_mean,-0.0265481631427198,0.0261578562821578,0.310143386962504,Reptilia,habitat_breadth,lc_shannon,2733,Ectotherm,0.480814208562227
npp,0.0183181201574917,0.011890297823738,0.123415656321213,Reptilia,habitat_breadth,lc_shannon,2733,Ectotherm,0.233620622670014
bio4_mean,-0.0560046949278759,0.0388729607443827,0.149666398443204,Reptilia,habitat_breadth,lc_shannon,2733,Ectotherm,0.274013695965869
hfp2020,0.0373086202345742,0.00858598966653508,1.39091398885238e-05,Reptilia,habitat_breadth,lc_shannon,2733,Ectotherm,7.47755360407041e-05
lc_shannon,-0.0134542695647039,0.00573820374017802,0.0190432555727666,Reptilia,habitat_breadth,lc_shannon,2733,Ectotherm,0.0468757060252718
(Intercept),0.0315352326960938,0.12058576672058,0.793693811127608,Reptilia,range_size,lc_shannon,2733,Ectotherm,0.949043133590307
bio1_mean,-0.190769939243539,0.0346020998528658,3.52272369052997e-08,Reptilia,range_size,lc_shannon,2733,Ectotherm,2.95908790004518e-07
bio12_mean,0.0485390560032927,0.0475568873611706,0.307419106268736,Reptilia,range_size,lc_shannon,2733,Ectotherm,0.478207498640257
npp,0.0265150640426289,0.0222976480463734,0.23438389486657,Reptilia,range_size,lc_shannon,2733,Ectotherm,0.393764943375838
bio4_mean,0.169032951888741,0.0635329250915758,0.00780115825544203,Reptilia,range_size,lc_shannon,2733,Ectotherm,0.0219346374378956
hfp2020,0.0126806187744544,0.0161920700242403,0.433546316344351,Reptilia,range_size,lc_shannon,2733,Ectotherm,0.62386108047838
lc_shannon,0.0175093894794536,0.0108717245496771,0.10727917326229,Reptilia,range_size,lc_shannon,2733,Ectotherm,0.208961172267417
(Intercept),0.00483246579671974,0.15120083796091,0.974503491019992,Reptilia,PACE,lc_shannon,2733,Ectotherm,0.990247327351799
bio1_mean,-0.231759079077571,0.0337810408423162,6.85584922166527e-12,Reptilia,PACE,lc_shannon,2733,Ectotherm,9.59818891033137e-11
bio12_mean,-0.0499684787818041,0.0455476033830189,0.27261492434854,Reptilia,PACE,lc_shannon,2733,Ectotherm,0.444094098259309
npp,0.110007568782571,0.0210619101585979,1.75992667106328e-07,Reptilia,PACE,lc_shannon,2733,Ectotherm,1.31407858106058e-06
bio4_mean,0.156581999595907,0.0637677153967118,0.0140686454321683,Reptilia,PACE,lc_shannon,2733,Ectotherm,0.0368827379454909
hfp2020,0.0074247194620836,0.0152554867616332,0.62647679660813,Reptilia,PACE,lc_shannon,2733,Ectotherm,0.835302395477507
lc_shannon,-0.0231839275967015,0.0102220800277511,0.0233277155159304,Reptilia,PACE,lc_shannon,2733,Ectotherm,0.0557872769633638
(Intercept),0.0413424877960198,0.169811427718932,0.80764816700473,Reptilia,NICHE,lc_shannon,2733,Ectotherm,0.957212642375976
bio1_mean,-0.155654859056901,0.0221361551771796,2.04036787465611e-12,Reptilia,NICHE,lc_shannon,2733,Ectotherm,3.1886679343463e-11
bio12_mean,-0.0131894690948961,0.029116092569517,0.650551730026863,Reptilia,NICHE,lc_shannon,2733,Ectotherm,0.853849145660258
npp,0.0200937905764475,0.013266453421259,0.129865705865902,Reptilia,NICHE,lc_shannon,2733,Ectotherm,0.244453093394639
bio4_mean,-0.0192132202483845,0.0429370097373531,0.654532440267775,Reptilia,NICHE,lc_shannon,2733,Ectotherm,0.857399219999892
hfp2020,0.0321042424709548,0.00958347499029354,0.000808237001109324,Reptilia,NICHE,lc_shannon,2733,Ectotherm,0.00292008206852401
lc_shannon,-0.00571441000967648,0.0064071510394053,0.372457243925814,Reptilia,NICHE,lc_shannon,2733,Ectotherm,0.554969551924938
(Intercept),-0.00812465857603256,0.105301003029254,0.938499033298364,Amphibia,size,lc_shannon,1993,Ectotherm,0.988770733104961
bio1_mean,-0.324273048519607,0.0604615863603749,8.17194445446035e-08,Amphibia,size,lc_shannon,1993,Ectotherm,6.41638490556483e-07
bio12_mean,0.0213850597582259,0.0455390404517087,0.638641980186856,Amphibia,size,lc_shannon,1993,Ectotherm,0.842872386029829
npp,-0.0153385646810274,0.0222318940143442,0.49023498279182,Amphibia,size,lc_shannon,1993,Ectotherm,0.683481137834239
bio4_mean,0.208782402734739,0.0931012733921103,0.0249271357870451,Amphibia,size,lc_shannon,1993,Ectotherm,0.0593577101892381
hfp2020,-0.0348401240388526,0.0217313966364225,0.108886961532252,Amphibia,size,lc_shannon,1993,Ectotherm,0.21026447744159
lc_shannon,0.0315127041150309,0.0137292331952272,0.0217159578024284,Amphibia,size,lc_shannon,1993,Ectotherm,0.0523051026639136
(Intercept),0.0445819096628999,0.133144063186646,0.737746059385793,Amphibia,fecundity,lc_shannon,1993,Ectotherm,0.918083985013431
bio1_mean,-0.406488406069309,0.0401119188435483,0,Amphibia,fecundity,lc_shannon,1993,Ectotherm,0
bio12_mean,-0.182907934044256,0.0301397417533842,1.28979515956473e-09,Amphibia,fecundity,lc_shannon,1993,Ectotherm,1.31324598064773e-08
npp,0.0156657124294523,0.0143358487837481,0.27449703431399,Amphibia,fecundity,lc_shannon,1993,Ectotherm,0.444486763997593
bio4_mean,0.344227249160668,0.0806935032278416,1.99132949261216e-05,Amphibia,fecundity,lc_shannon,1993,Ectotherm,0.000103734373568633
hfp2020,0.044764974610618,0.0140381104987649,0.00142855958343713,Amphibia,fecundity,lc_shannon,1993,Ectotherm,0.0048730560409632
lc_shannon,0.0283507999701769,0.00880350779020656,0.00128012682634893,Amphibia,fecundity,lc_shannon,1993,Ectotherm,0.00441151398618707
(Intercept),-0.0266773923600424,0.150741666305622,0.859528620920829,Amphibia,nocturnality,lc_shannon,1993,Ectotherm,0.981066142779939
bio1_mean,0.134806052726582,0.0353893776780336,0.000139403846278974,Amphibia,nocturnality,lc_shannon,1993,Ectotherm,0.000589178520122455
bio12_mean,0.091134133228836,0.0265876963810813,0.000608761052347751,Amphibia,nocturnality,lc_shannon,1993,Ectotherm,0.002235450421736
npp,0.0123536586297492,0.0125842602831584,0.326259792957744,Amphibia,nocturnality,lc_shannon,1993,Ectotherm,0.498287683790009
bio4_mean,-0.169888472166124,0.0757942285954343,0.0249973690231464,Amphibia,nocturnality,lc_shannon,1993,Ectotherm,0.0593577101892381
hfp2020,-0.021381389473521,0.0123308076344837,0.0829214066430304,Amphibia,nocturnality,lc_shannon,1993,Ectotherm,0.167728775321508
lc_shannon,0.00204259628215648,0.00771932215455024,0.791311268463284,Amphibia,nocturnality,lc_shannon,1993,Ectotherm,0.949043133590307
(Intercept),0.00432587778803634,0.162808150836704,0.978802381823667,Amphibia,verticality,lc_shannon,1993,Ectotherm,0.990247327351799
bio1_mean,0.0378630033916353,0.0627080469379598,0.545977842580257,Amphibia,verticality,lc_shannon,1993,Ectotherm,0.74724462365363
bio12_mean,-0.0729217111824537,0.0471383680121334,0.121870121687836,Amphibia,verticality,lc_shannon,1993,Ectotherm,0.232661141404051
npp,-0.0262616650853245,0.0225787838095889,0.244783871922343,Amphibia,verticality,lc_shannon,1993,Ectotherm,0.405750775291183
bio4_mean,-0.015500948455219,0.116025764783919,0.893719522954996,Amphibia,verticality,lc_shannon,1993,Ectotherm,0.988429290129263
hfp2020,-0.0325105835751063,0.0220944519866055,0.141173102708787,Amphibia,verticality,lc_shannon,1993,Ectotherm,0.260627266539298
